frequency_hz,bass_target_db,bass_uncertainty_db,bass_balanced_recommended_response_db,bass_balanced_recommended_error_db,bass_subgrave_alternative_response_db,bass_subgrave_alternative_error_db,bass_global_rmse_audit_response_db,bass_global_rmse_audit_error_db,bass_minimax_regional_audit_response_db,bass_minimax_regional_audit_error_db,hybrid_target_db,hybrid_uncertainty_db,hybrid_balanced_recommended_response_db,hybrid_balanced_recommended_error_db,hybrid_subgrave_alternative_response_db,hybrid_subgrave_alternative_error_db,hybrid_global_rmse_audit_response_db,hybrid_global_rmse_audit_error_db,hybrid_minimax_regional_audit_response_db,hybrid_minimax_regional_audit_error_db,guitar_target_db,guitar_uncertainty_db,guitar_balanced_recommended_response_db,guitar_balanced_recommended_error_db,guitar_subgrave_alternative_response_db,guitar_subgrave_alternative_error_db,guitar_global_rmse_audit_response_db,guitar_global_rmse_audit_error_db,guitar_minimax_regional_audit_response_db,guitar_minimax_regional_audit_error_db
20.0,15.072289034404289,0.0886429560809581,15.01279175420019,-0.0594972802040985,14.967439816628682,-0.10484921777560707,15.01279175420019,-0.0594972802040985,15.2998475123392,0.22755847793491135,2.6019549963861004,0.0885717789966339,2.886767369363625,0.2848123729775245,2.635264412857029,0.033309416470928443,2.9557258536991418,0.35377085731304136,2.6451204654686697,0.04316546908256935,-2.919566319602589,0.0963478647305862,-2.9501798533147454,-0.03061353371215647,-2.771329074051243,0.14823724555134588,-2.5815855036953907,0.3379808159071982,-2.612341648296333,0.3072246713062561
20.07233331950925,15.075504814028289,0.0885496514026806,15.02167650814017,-0.05382830588811949,14.974861161880577,-0.10064365214771165,15.02167650814017,-0.05382830588811949,15.307251768734341,0.23174695470605222,2.6049579666276363,0.0885652122785672,2.8909939091182983,0.286035942490662,2.6397485619334935,0.03479059530585715,2.9574899931267846,0.3525320264991483,2.649674185670861,0.04471621904322465,-2.916612789095715,0.096362079545386,-2.946011922544141,-0.029399133448425818,-2.76778182239462,0.1488309667010954,-2.5796850821995756,0.3369277068961396,-2.608135576333929,0.3084772127617863
20.14492824447408,15.079129114252078,0.0886671646917965,15.030523909080177,-0.048605205171901034,14.982242641358534,-0.09688647289354435,15.030523909080177,-0.048605205171901034,15.314612912706185,0.23548379845410672,2.608349434526161,0.0885728897182424,2.895235708119085,0.2868862735929243,2.6442485814008316,0.03589914687467077,2.9592650779831873,0.3509156434570264,2.654244254221746,0.04589481969558529,-2.913255484671343,0.096244452494716,-2.9417961710383906,-0.028540686367047652,-2.764190795503865,0.14906468916747784,-2.577744439390191,0.33551104528115205,-2.6038848521626656,0.30937063250867736
20.21778572103401,15.083160231049384,0.0887160804108292,15.039333912531628,-0.043826318517755425,14.989584267340375,-0.093575963709009,15.039333912531628,-0.043826318517755425,15.321930944661572,0.2387707136121886,2.6121294817683736,0.0885517228142051,2.89949269572849,0.2873632139601163,2.648764370865766,0.03663488909739243,2.9610511429330297,0.34892166116465617,2.6588305738261,0.046701092057726434,-2.909488368136953,0.0960179387368104,-2.9375327987483137,-0.02804443061136075,-2.7605561879231804,0.14893218021377264,-2.5757636864627207,0.3337246816742323,-2.599589683100943,0.30989868503601015
20.29090669875047,15.087587714147796,0.0887280923344302,15.048106472951906,-0.03948124119589025,14.996886051458338,-0.09070166268945812,15.048106472951906,-0.03948124119589025,15.329205864346681,0.24161815019888522,2.6162899899130743,0.0887142496919791,2.903764800909913,0.2874748109968386,2.653295829408849,0.03700583949577485,2.962848222835091,0.3465582329220167,2.663433046679985,0.047143056766910885,-2.9053133383761933,0.0958457399393042,-2.9332220063024756,-0.027908667926282327,-2.7568781948377628,0.14843514353843057,-2.5737429347693377,0.33157040360685563,-2.5952502771677,0.31006306120849336
20.36429213061913,15.09239279732308,0.0888345861821959,15.056841543741793,-0.03555125358128741,15.004148004693102,-0.08824479262997897,15.056841543741793,-0.03555125358128741,15.336437670840546,0.24404487351746518,2.620814994358018,0.0887384865950757,2.908051952235488,0.2872369578774703,2.65784285559347,0.037027861235451986,2.9646563527442784,0.3438413583862605,2.668051574479821,0.04723658012180332,-2.90074012297305,0.0955788084311537,-2.9288639949868247,-0.028123872013774864,-2.7531570120551128,0.14758311091793708,-2.5716822958050516,0.32905782716799825,-2.5908668430627877,0.30987327991026214
20.437942973082333,15.097549288650502,0.088930490856455,15.065539077243109,-0.032010211407392575,15.01137013736802,-0.08617915128248121,15.065539077243109,-0.032010211407392575,15.343626362548711,0.24607707389820987,2.625681490059638,0.0888397248465258,2.912354077894016,0.2866725878343779,2.662405347474936,0.036723857415298156,2.9664755679136494,0.3407940778540115,2.6726860584315233,0.04700456837188538,-2.8957857224152384,0.0952490288795156,-2.9244589667242886,-0.028673244309050272,-2.7493928359862663,0.14639288642897208,-2.569581881193812,0.3262038412214263,-2.586439590147232,0.30934613226800645
20.51186018604153,15.10302484207726,0.0889496957058829,15.074199024736565,-0.028825817340695892,15.018552459143507,-0.08447238293375392,15.074199024736565,-0.028825817340695892,15.350771937197045,0.24774709511978443,2.630860622534496,0.0887845532946455,2.91667110569902,0.28581048316452407,2.6669832026097287,0.0361225800752325,2.968305903796447,0.33744528126195084,2.677336399259825,0.04647577672532899,-2.890473453581292,0.0948707385921336,-2.92000712405425,-0.02953367047295785,-2.7455858636268955,0.14488758995439666,-2.56744180267458,0.32303165090671193,-2.581968728423414,0.3085047251578783
20.58604473286984,15.108782502061644,0.0889046936259069,15.082821336439883,-0.02596116562176043,15.025694979011591,-0.08308752305005207,15.082821336439883,-0.02596116562176043,15.357874391825792,0.24909188976414853,2.6363191666261425,0.0887453585953598,2.92100296309686,0.2846837964707176,2.6715763180648326,0.035257151438690126,2.970147396048158,0.3338282294220156,2.6820024972176633,0.04568333059152074,-2.884831673134717,0.0944451864055303,-2.915508670111915,-0.030676996977197835,-2.741736292538383,0.1430953805963342,-2.565262172087359,0.3195695010473578,-2.5774544685151577,0.3073772046195593
20.66049758042457,15.114782396543784,0.0888301588812294,15.091405961506059,-0.023376435037725685,15.032797705290655,-0.08198469125312968,15.091405961506059,-0.023376435037725685,15.364933722783663,0.25015132623987846,2.642021175966632,0.0887447391493794,2.9253495771750226,0.28332840120839053,2.6761845904272232,0.034163414460591124,2.9720000805285736,0.32997890456194146,2.6866842520957195,0.044663076129087376,-2.878892285814982,0.0940357207114308,-2.910963808607606,-0.03207152279262404,-2.7378443208287337,0.14104796498624816,-2.563043101359169,0.3158491844558129,-2.572897021647683,0.30599526416729894
20.735219699059822,15.120983450981385,0.0889087085640743,15.099952848021934,-0.021030602959450917,15.039860645620278,-0.08112280536110639,15.099952848021934,-0.021030602959450917,15.371949925722234,0.2509664747408493,2.6479296793367517,0.0887336655664174,2.929710874670459,0.2817811953337075,2.6808079158134235,0.03287823647667176,2.9738639933038407,0.32593431396708894,2.691381563232048,0.043451883895296195,-2.8726891551724347,0.0936164652829607,-2.906372743805983,-0.03368358863354848,-2.733910147133454,0.13877900803898058,-2.5607847024900003,0.3119044526824344,-2.5682965996275215,0.3043925555449132
