frequency_hz,effective_pairs,valid,reason,confidence
20.0,0,False,regularized_below_shrink,0.0
20.033765982017503,0,False,regularized_below_shrink,0.0
20.067588971112087,0,False,regularized_below_shrink,0.0
20.101469063528747,0,False,regularized_below_shrink,0.0
20.13540635567497,0,False,regularized_below_shrink,0.0
20.16940094412101,0,False,regularized_below_shrink,0.0
20.203452925600157,0,False,regularized_below_shrink,0.0
20.237562397009018,0,False,regularized_below_shrink,0.0
20.271729455407794,0,False,regularized_below_shrink,0.0
20.30595419802054,0,False,regularized_below_shrink,0.0
20.34023672223547,0,False,regularized_below_shrink,0.0
20.374577125605207,0,False,regularized_below_shrink,0.0
20.408975505847074,0,False,regularized_below_shrink,0.0
20.443431960843377,0,False,regularized_below_shrink,0.0
20.47794658864167,0,False,regularized_below_shrink,0.0
20.51251948745504,0,False,regularized_below_shrink,0.0
20.547150755662393,0,False,regularized_below_shrink,0.0
20.581840491808723,0,False,regularized_below_shrink,0.0
20.6165887946054,0,False,regularized_below_shrink,0.0
20.65139576293044,0,False,regularized_below_shrink,0.0
20.686261495828813,0,False,regularized_below_shrink,0.0
20.72118609251269,0,False,regularized_below_shrink,0.0
20.75616965236174,0,False,regularized_below_shrink,0.0
20.791212274923435,0,False,regularized_below_shrink,0.0
20.82631405991329,0,False,regularized_below_shrink,0.0
20.861475107215185,0,False,regularized_below_shrink,0.0
20.896695516881625,0,False,regularized_below_shrink,0.0
20.931975389134035,0,False,regularized_below_shrink,0.0
20.967314824363047,0,False,regularized_below_shrink,0.0
21.002713923128784,0,False,regularized_below_shrink,0.0
21.03817278616114,0,False,regularized_below_shrink,0.0
21.07369151436007,0,False,regularized_below_shrink,0.0
21.109270208795884,0,False,regularized_below_shrink,0.0
21.144908970709523,0,False,regularized_below_shrink,0.0
21.180607901512857,0,False,regularized_below_shrink,0.0
21.21636710278897,0,False,regularized_below_shrink,0.0
21.252186676292443,0,False,regularized_below_shrink,0.0
21.288066723949655,0,False,regularized_below_shrink,0.0
21.32400734785907,0,False,regularized_below_shrink,0.0
21.360008650291512,0,False,regularized_below_shrink,0.0
21.396070733690483,0,False,regularized_below_shrink,0.0
21.432193700672432,0,False,regularized_below_shrink,0.0
21.46837765402706,0,False,regularized_below_shrink,0.0
21.504622696717597,0,False,regularized_below_shrink,0.0
21.540928931881123,0,False,regularized_below_shrink,0.0
21.577296462828844,0,False,regularized_below_shrink,0.0
21.61372539304635,0,False,regularized_below_shrink,0.0
21.650215826193993,0,False,regularized_below_shrink,0.0
21.686767866107107,0,False,regularized_below_shrink,0.0
21.723381616796342,0,False,regularized_below_shrink,0.0
21.760057182447948,0,False,regularized_below_shrink,0.0
21.796794667424063,0,False,regularized_below_shrink,0.0
21.833594176263034,0,False,regularized_below_shrink,0.0
21.87045581367969,0,False,regularized_below_shrink,0.0
21.907379684565655,0,False,regularized_below_shrink,0.0
21.944365893989634,0,False,regularized_below_shrink,0.0
21.98141454719773,0,False,regularized_below_shrink,0.0
22.018525749613726,0,False,regularized_below_shrink,0.0
22.055699606839394,0,False,regularized_below_shrink,0.0
22.092936224654792,0,False,regularized_below_shrink,0.0
22.130235709018567,0,False,regularized_below_shrink,0.0
22.167598166068256,0,False,regularized_below_shrink,0.0
22.20502370212059,0,False,regularized_below_shrink,0.0
22.24251242367179,0,False,regularized_below_shrink,0.0
22.28006443739788,0,False,regularized_below_shrink,0.0
22.317679850154974,0,False,regularized_below_shrink,0.0
22.35535876897961,0,False,regularized_below_shrink,0.0
22.39310130108902,0,False,regularized_below_shrink,0.0
22.43090755388145,0,False,regularized_below_shrink,0.0
22.46877763493648,0,False,regularized_below_shrink,0.0
22.506711652015305,0,False,regularized_below_shrink,0.0
22.544709713061057,0,False,regularized_below_shrink,0.0
22.582771926199108,0,False,regularized_below_shrink,0.0
22.620898399737378,0,False,regularized_below_shrink,0.0
22.65908924216664,0,False,regularized_below_shrink,0.0
22.697344562160836,0,False,regularized_below_shrink,0.0
22.735664468577387,0,False,regularized_below_shrink,0.0
22.774049070457483,0,False,regularized_below_shrink,0.0
22.81249847702642,0,False,regularized_below_shrink,0.0
22.851012797693897,0,False,regularized_below_shrink,0.0
22.88959214205433,0,False,regularized_below_shrink,0.0
22.928236619887155,0,False,regularized_below_shrink,0.0
22.96694634115716,0,False,regularized_below_shrink,0.0
23.005721416014783,0,False,regularized_below_shrink,0.0
23.044561954796425,0,False,regularized_below_shrink,0.0
23.083468068024768,0,False,regularized_below_shrink,0.0
23.122439866409092,0,False,regularized_below_shrink,0.0
23.16147746084559,0,False,regularized_below_shrink,0.0
23.20058096241767,0,False,regularized_below_shrink,0.0
23.239750482396303,0,False,regularized_below_shrink,0.0
23.27898613224029,0,False,regularized_below_shrink,0.0
23.318288023596637,0,False,regularized_below_shrink,0.0
23.357656268300822,0,False,regularized_below_shrink,0.0
23.397090978377143,0,False,regularized_below_shrink,0.0
23.43659226603903,0,False,regularized_below_shrink,0.0
23.476160243689357,0,False,regularized_below_shrink,0.0
23.515795023920777,0,False,regularized_below_shrink,0.0
23.555496719516025,0,False,regularized_below_shrink,0.0
23.595265443448252,0,False,regularized_below_shrink,0.0
23.63510130888133,0,False,regularized_below_shrink,0.0
23.675004429170208,0,False,regularized_below_shrink,0.0
23.71497491786119,0,False,regularized_below_shrink,0.0
23.75501288869229,0,False,regularized_below_shrink,0.0
23.795118455593546,0,False,regularized_below_shrink,0.0
23.835291732687338,0,False,regularized_below_shrink,0.0
23.87553283428873,0,False,regularized_below_shrink,0.0
23.915841874905773,0,False,regularized_below_shrink,0.0
23.956218969239846,0,False,regularized_below_shrink,0.0
23.99666423218598,0,False,regularized_below_shrink,0.0
24.037177778833183,0,False,regularized_below_shrink,0.0
24.07775972446476,0,False,regularized_below_shrink,0.0
24.11841018455866,0,False,regularized_below_shrink,0.0
24.159129274787787,0,False,regularized_below_shrink,0.0
24.199917111020337,0,False,regularized_below_shrink,0.0
24.24077380932012,0,False,regularized_below_shrink,0.0
24.281699485946913,0,False,regularized_below_shrink,0.0
24.322694257356755,0,False,regularized_below_shrink,0.0
24.363758240202312,0,False,regularized_below_shrink,0.0
24.404891551333183,0,False,regularized_below_shrink,0.0
24.44609430779625,0,False,regularized_below_shrink,0.0
24.48736662683601,0,False,regularized_below_shrink,0.0
24.528708625894897,0,False,regularized_below_shrink,0.0
24.570120422613623,0,False,regularized_below_shrink,0.0
24.611602134831514,0,False,regularized_below_shrink,0.0
24.653153880586842,0,False,regularized_below_shrink,0.0
24.694775778117172,0,False,regularized_below_shrink,0.0
24.736467945859694,0,False,regularized_below_shrink,0.0
24.778230502451514,0,False,regularized_below_shrink,0.0
24.820063566730077,0,False,regularized_below_shrink,0.0
24.86196725773345,0,False,regularized_below_shrink,0.0
24.903941694700666,0,False,regularized_below_shrink,0.0
24.945986997072076,0,False,regularized_below_shrink,0.0
24.98810328448967,0,False,regularized_below_shrink,0.0
25.03029067679745,0,False,regularized_below_shrink,0.0
25.07254929404173,0,False,regularized_below_shrink,0.0
25.114879256471504,0,False,regularized_below_shrink,0.0
25.157280684538794,0,False,regularized_below_shrink,0.0
25.19975369889896,0,False,regularized_below_shrink,0.0
25.242298420411085,0,False,regularized_below_shrink,0.0
25.284914970138285,0,False,regularized_below_shrink,0.0
25.327603469348073,0,False,regularized_below_shrink,0.0
25.370364039512694,0,False,regularized_below_shrink,0.0
25.413196802309475,0,False,regularized_below_shrink,0.0
25.456101879621176,0,False,regularized_below_shrink,0.0
25.499079393536324,0,False,regularized_below_shrink,0.0
25.542129466349575,0,False,regularized_below_shrink,0.0
25.585252220562047,0,False,regularized_below_shrink,0.0
25.628447778881682,0,False,regularized_below_shrink,0.0
25.671716264223594,0,False,regularized_below_shrink,0.0
25.7150577997104,0,False,regularized_below_shrink,0.0
25.758472508672604,0,False,regularized_below_shrink,0.0
25.80196051464891,0,False,regularized_below_shrink,0.0
25.845521941386608,0,False,regularized_below_shrink,0.0
25.889156912841898,0,False,regularized_below_shrink,0.0
25.93286555318026,0,False,regularized_below_shrink,0.0
25.97664798677681,0,False,regularized_below_shrink,0.0
26.020504338216632,0,False,regularized_below_shrink,0.0
26.06443473229516,0,False,regularized_below_shrink,0.0
26.108439294018513,0,False,regularized_below_shrink,0.0
26.152518148603853,0,False,regularized_below_shrink,0.0
26.19667142147976,0,False,regularized_below_shrink,0.0
26.240899238286566,0,False,regularized_below_shrink,0.0
26.285201724876718,0,False,regularized_below_shrink,0.0
26.329579007315147,0,False,regularized_below_shrink,0.0
26.37403121187962,0,False,regularized_below_shrink,0.0
26.418558465061086,0,False,regularized_below_shrink,0.0
26.463160893564062,0,False,regularized_below_shrink,0.0
26.507838624306977,0,False,regularized_below_shrink,0.0
26.55259178442254,0,False,regularized_below_shrink,0.0
26.59742050125808,0,False,regularized_below_shrink,0.0
26.64232490237595,0,False,regularized_below_shrink,0.0
26.687305115553855,0,False,regularized_below_shrink,0.0
26.732361268785223,0,False,regularized_below_shrink,0.0
26.777493490279582,0,False,regularized_below_shrink,0.0
26.822701908462907,0,False,regularized_below_shrink,0.0
26.867986651978004,0,False,regularized_below_shrink,0.0
26.913347849684865,0,False,regularized_below_shrink,0.0
26.958785630661023,0,False,regularized_below_shrink,0.0
27.004300124201954,0,False,regularized_below_shrink,0.0
27.049891459821403,0,False,regularized_below_shrink,0.0
27.09555976725179,0,False,regularized_below_shrink,0.0
27.141305176444547,0,False,regularized_below_shrink,0.0
27.187127817570513,0,False,regularized_below_shrink,0.0
27.233027821020293,0,False,regularized_below_shrink,0.0
27.27900531740463,0,False,regularized_below_shrink,0.0
27.325060437554768,0,False,regularized_below_shrink,0.0
27.37119331252285,0,False,regularized_below_shrink,0.0
27.417404073582258,0,False,regularized_below_shrink,0.0
27.463692852228018,0,False,regularized_below_shrink,0.0
