frequency_hz,bass_pink_db,bass_pink_uncertainty_db,bass_sweep_shape_db,bass_sweep_aligned_db,bass_sweep_uncertainty_db,bass_fused_raw_db,bass_precise_1_24oct_db,bass_measured_1_12oct_db,bass_recommended_analog_db,bass_uncertainty_db,bass_confidence,hybrid_pink_db,hybrid_pink_uncertainty_db,hybrid_sweep_shape_db,hybrid_sweep_aligned_db,hybrid_sweep_uncertainty_db,hybrid_fused_raw_db,hybrid_precise_1_24oct_db,hybrid_measured_1_12oct_db,hybrid_recommended_analog_db,hybrid_uncertainty_db,hybrid_confidence,guitar_pink_db,guitar_pink_uncertainty_db,guitar_sweep_shape_db,guitar_sweep_aligned_db,guitar_sweep_uncertainty_db,guitar_fused_raw_db,guitar_precise_1_24oct_db,guitar_measured_1_12oct_db,guitar_recommended_analog_db,guitar_uncertainty_db,guitar_confidence
20.0,15.047503804262703,0.6567762883360242,15.338178866272141,15.049201943024064,0.04,15.049171710563577,15.057010337573612,15.072289034404289,15.072289034404289,0.08864295608095817,high,2.692571729976237,0.6283285683665965,3.021601712817267,2.578638738872206,0.04,2.5808467597466347,2.587811454170119,2.6019549963861004,2.6019549963861004,0.08857177899663399,high,-2.8231700097171597,0.6258516513714125,-2.1074516450133967,-2.9416370042345026,0.055700183751258514,-2.9388992766873345,-2.933131870909344,-2.919566319602589,-2.919566319602589,0.09634786473058629,high
20.072333319509255,14.975509553201718,0.6201765429921133,15.342843418275955,15.053866495027878,0.04,15.052309550072339,15.06054527249264,15.075504814028287,15.075504814028287,0.08854965140268069,high,2.658014688527743,0.6258776144025191,3.026037948715852,2.583074974770791,0.04,2.584538202414717,2.590954588965757,2.6049579666276363,2.6049579666276363,0.08856521227856723,high,-2.861538256749327,0.6758112264354934,-2.1036064835501005,-2.9377918427712064,0.055444957599385614,-2.9362747385009738,-2.930421571029386,-2.916612789095715,-2.916612789095715,0.09636207954538602,high
20.14492824447408,15.04320274655381,0.6673219194163416,15.348429873735276,15.059452950487199,0.04,15.059172362470353,15.064921806084746,15.079129114252078,15.079129114252078,0.0886671646917965,high,2.6538270677736477,0.6287458377085726,3.0313577579970574,2.5883947840519963,0.04,2.589661252133269,2.5948729193767868,2.608349434526161,2.608349434526161,0.08857288971824245,high,-2.874095480924467,0.7003683968411917,-2.0989522346083875,-2.9331375938294935,0.05511493756929875,-2.9320449076937467,-2.9269693560124854,-2.913255484671343,-2.913255484671343,0.09624445249471608,high
20.21778572103401,15.114957227797788,0.6901973315971599,15.354814196314521,15.065837273066444,0.04,15.066632138783852,15.070089385573269,15.083160231049384,15.083160231049384,0.08871608041082925,high,2.651269064291995,0.6209269419034693,3.0374463611274036,2.5944833871823425,0.04,2.595609109189789,2.5995441464504925,2.6121294817683736,2.6121294817683736,0.0885517228142051,high,-2.89018432889398,0.6997081183661973,-2.093563686384134,-2.92774904560524,0.054706293908334036,-2.9270558275318024,-2.9227531616541103,-2.9094883681369534,-2.9094883681369534,0.09601793873681042,high
20.29090669875047,15.166021531137119,0.6961667955403357,15.36182513785893,15.072848214610852,0.04,15.07433113352216,15.075948274365821,15.087587714147796,15.087587714147796,0.08872809233443023,high,2.650054097955376,0.6893003808941982,3.044143726454995,2.6011807525099337,0.04,2.6019736119735506,2.6049026724584845,2.6162899899130743,2.6162899899130743,0.08871424969197916,high,-2.910442141564232,0.7414360236220161,-2.0875532610495,-2.921738620270606,0.05421892247741655,-2.921553219229889,-2.9177878876728185,-2.9053133383761933,-2.9053133383761933,0.09584573993930422,high
20.364292130619134,15.090826180058926,0.7565164574752492,15.36927780908322,15.080300885835143,0.04,15.080443525014319,15.082372068523917,15.092392797323079,15.092392797323079,0.0888345861821959,high,2.6205460493482775,0.7014537683412596,3.0512760161391306,2.6083130421940695,0.04,2.6085049184355396,2.6108537555294404,2.620814994358018,2.620814994358018,0.08873848659507579,high,-2.9617024876645672,0.7616601119605405,-2.0810465983128887,-2.9152319575339947,0.053655840416072076,-2.91595133363974,-2.912120930842606,-2.90074012297305,-2.90074012297305,0.0955788084311537,high
20.437942973082333,15.029659702334655,0.8261147748094242,15.377002566441277,15.0880256431932,0.04,15.087359047270768,15.08922968812237,15.097549288650502,15.097549288650502,0.08893049085645509,high,2.564535930818934,0.7598227568250309,3.058682768586307,2.615719794641246,0.04,2.615031990426929,2.617287953306257,2.625681490059638,2.625681490059638,0.0888397248465258,high,-3.006579877960462,0.7689368590272038,-2.0741615918609977,-2.9083469510821036,0.05302231963220949,-2.9098291724593355,-2.905827496784256,-2.8957857224152384,-2.8957857224152384,0.09524902887951561,high
20.51186018604153,15.038939113191958,0.8424207188172108,15.384862378936788,15.09588545568871,0.04,15.0952593902058,15.096400191201347,15.10302484207726,15.10302484207726,0.08894969570588297,high,2.574435551651746,0.7263574509476385,3.0662333692913766,2.6232703953463155,0.04,2.6225543355499097,2.6240915988104976,2.630860622534496,2.630860622534496,0.08878455329464553,high,-2.960001318307519,0.7670200322317939,-2.0669960024988954,-2.9011813617200013,0.05232511556862507,-2.9020661837741857,-2.8990069261819236,-2.890473453581292,-2.890473453581292,0.09487073859213362,high
20.58604473286984,15.051661854439963,0.8055905761491804,15.392757672723619,15.103780749475542,0.04,15.103155612963848,15.103778747073084,15.108782502061645,15.108782502061645,0.08890469362590696,high,2.581147825023649,0.7050131822278629,3.0738318220211944,2.6308688480761333,0.04,2.630096548033242,2.631152562480122,2.6363191666261425,2.6363191666261425,0.08874535859535986,high,-2.9127940004035366,0.7537565894805367,-2.059624261308879,-2.893809620529985,0.051571979883438424,-2.894102518455477,-2.8917785774258644,-2.884831673134717,-2.884831673134717,0.09444518640553032,high
20.66049758042457,15.069438351589888,0.7537009793397633,15.400622103627438,15.11164518037936,0.04,15.111069042008141,15.111276355230338,15.114782396543784,15.114782396543784,0.08883015888122942,high,2.588087148697639,0.7046902036422564,3.081413016551579,2.638450042606518,0.04,2.637667080451149,2.638363416234171,2.6420211759666317,2.6420211759666317,0.08874473914937943,high,-2.7911067894819297,0.7602282404741231,-2.052100697103036,-2.886286056324142,0.05077146757810613,-2.8848545610854894,-2.8842745095296998,-2.878892285814982,-2.878892285814982,0.09403572071143082,high
20.735219699059822,15.093894729462463,0.8086876308428366,15.408414183270214,15.119437260022137,0.04,15.119133171274196,15.118817371726239,15.120983450981385,15.120983450981385,0.08890870856407436,high,2.6712958210158604,0.6989872863951616,3.0889350824950528,2.6459721085499917,0.04,2.64637202250117,2.645624877632906,2.6479296793367513,2.6479296793367513,0.08873366556641744,high,-2.678238882342839,0.7700737051119645,-2.044465374471155,-2.878650733692261,0.049932909289232,-2.875737999625368,-2.8766274748450167,-2.8726891551724347,-2.8726891551724347,0.09361646528296076,high
20.81021206263916,15.126567290118459,0.898678706159826,15.416108677751314,15.127131754503237,0.04,15.127126285042241,15.126337761838704,15.127345006352533,15.127345006352533,0.08900833005294258,high,2.7374404697670514,0.7388208524251296,3.0963715039784616,2.6534085300334005,0.04,2.6546007763116153,2.652850931113462,2.654008305715526,2.654008305715526,0.08880594514802154,high,-2.612359319299614,0.7505592655638792,-2.036749597335941,-2.870934956557047,0.049651317587244614,-2.866997613799844,-2.86895570927852,-2.8662565345341777,-2.8662565345341777,0.0934358696128475,high
20.885475648548276,15.186513704249272,0.9468858712591537,15.423689848718205,15.134712925470128,0.04,15.135166030071577,15.133784781282314,15.133828244207463,15.133828244207463,0.08905067943269973,high,2.738268344344476,0.7755251904158328,3.1037049658728804,2.6607419919278192,0.04,2.6617432374063306,2.659974732939324,2.6602227357621526,2.6602227357621526,0.08886327002641761,high,-2.609714803815649,0.7606847034623286,-2.0289796850273083,-2.8631650442484142,0.04955015783627281,-2.8594087755395,-2.8613486168181264,-2.8596276249142574,-2.8596276249142574,0.09340224329206055,high
20.96101143770774,15.098057896000824,0.9909445229083929,15.431147045947037,15.14217012269896,0.04,15.1418172146678,15.141117330530879,15.140397348437105,15.140397348437105,0.08908421940492721,high,2.6858313789247177,0.7904120410038473,3.110923436496294,2.6679604625512328,0.04,2.6681828928356057,2.666952961556868,2.66654190079873,2.66654190079873,0.08888435202071548,high,-2.658528599357325,0.7774364546204053,-2.021178933205591,-2.855364292426697,0.049426545109016895,-2.852571490864461,-2.853858043423297,-2.8528333465201707,-2.8528333465201707,0.0933676323302986,high
21.03682041458579,15.098493471760847,0.96362680854996,15.438472234729186,15.14949531148111,0.04,15.14906426902085,15.14830611944076,15.1470203626019,15.1470203626019,0.08906395418684444,high,2.6375457922269163,0.8247497706396274,3.1180181025204643,2.675055128575403,0.04,2.674625352788628,2.6737665704478357,2.6729388776172884,2.6729388776172884,0.08892883289470224,high,-2.714391334412653,0.8148653007020215,-2.013368347728849,-2.847553706949955,0.04927896324613068,-2.8458320395088568,-2.8464978987852128,-2.845901384530949,-2.845901384530949,0.09335026988526973,high
21.11290356721114,15.125048640488558,0.9997726666194477,15.445658830842497,15.15668190759442,0.04,15.15643320503963,15.155333368297825,15.15366973002996,15.15366973002996,0.0890904234054139,high,2.610199620205691,0.8706557551014937,3.1249825487535112,2.68201957480845,0.04,2.6812792024464525,2.6804175042959075,2.679391455268795,2.679391455268795,0.08898050448085797,high,-2.7777886333568915,0.82864871844187,-2.005566804298562,-2.839752163519668,0.04910625279082459,-2.8389782300486477,-2.8392516528012686,-2.8388555412852954,-2.8388555412852954,0.09328112402690336,high
21.189261887185907,15.15324831369962,1.035531249162677,15.452701305043465,15.163724381795388,0.04,15.16364751613861,15.16219227937073,15.160322528814163,15.160322528814163,0.08911398264959343,high,2.566005089615885,0.898625194702245,3.1318126284434276,2.6888496544983664,0.04,2.687659195273301,2.686922667164648,2.6858823756143937,2.6858823756143937,0.08900827932183596,high,-2.848872607185612,0.8906284247950026,-1.9977910956574414,-2.8319764548785473,0.04890772548399902,-2.8321593962401628,-2.832084525725471,-2.831715399102683,-2.831715399102683,0.09325648236588381,high
21.265896369698464,15.090066087913385,1.0401211198092088,15.45959545879661,15.170618535548533,0.04,15.170032620703656,15.168886734850236,15.166960433654532,15.166960433654532,0.08911683538869712,high,2.5060534182604925,0.9278654587948707,3.138506888601567,2.695543914656506,0.04,2.693819185112366,2.693307453968864,2.6923992708391973,2.6923992708391973,0.08903473786618633,high,-2.927417608364536,0.9286395151438156,-1.9900558141712772,-2.824241173392383,0.04868333926999768,-2.8252680962953107,-2.824956050076177,-2.824496273373084,-2.824496273373084,0.09318142719201528,high
21.342808013536473,15.005654796635909,1.194586043238317,15.46633864051251,15.177361717264432,0.04,15.176411114275181,15.175430641922613,15.173569450446207,15.173569450446207,0.08919478931130886,high,2.432069856307521,0.981560006636134,3.1450668462811526,2.7021038723360915,0.04,2.699902792286372,2.699600491317248,2.698934337322552,2.698934337322552,0.08907744399517124,high,-3.0121689483829925,0.9985667995501999,-1.9823734471773145,-2.8165588063984206,0.048433867345656134,-2.8182428363959136,-2.817829595707968,-2.817209416281914,-2.817209416281914,0.09311576438695805,high
21.41999782109987,14.9015044396277,1.1618849817457555,15.472930225082322,15.183953301834245,0.04,15.182301525981774,15.181846638838797,15.180139477625925,15.180139477625925,0.08918080274251086,high,2.346332746530152,1.0319241646528492,3.1514974214159834,2.7085344474709223,0.04,2.705858576547862,2.7058305824929225,2.705483796045064,2.705483796045064,0.0891117145043993,high,-3.1016631129603383,1.0906691794060208,-1.9747542475166973,-2.808939606737803,0.04816097942532982,-2.8110520305173368,-2.810677214008245,-2.809862418714662,-2.809862418714662,0.09304061624390234,high
21.497466798413928,14.779768766870589,1.2891219622839571,15.479372113034888,15.19039518978681,0.04,15.188439634309447,15.188163706945138,15.186663751113395,15.186663751113395,0.08922948520458783,high,2.2515745517312524,1.1652502977135626,3.1578073073851503,2.714844333440089,0.04,2.712150529098792,2.7120257789066637,2.7120471955116887,2.7120471955116887,0.08918229583196059,high,-3.1995475932653363,1.1732505811542253,-1.9672059753777793,-2.8013913345988852,0.0478672145749337,-2.8038715978651156,-2.803479973432771,-2.8024597518304786,-2.8024597518304786,0.09293615593372603,high
21.575215955142397,14.6432138397088,1.421586746636578,15.485669129023746,15.196692205775669,0.04,15.194520540834754,15.194413888721657,15.193138228038297,15.193138228038297,0.08926707490427467,high,2.1508437507499707,1.264945175315748,3.164009163660038,2.721046189714977,0.04,2.718227044950305,2.7182138139069916,2.7186266147486844,2.7186266147486844,0.0892213377134982,high,-3.297879145673164,1.299035798600309,-1.9597335701357612,-2.793918929356867,0.04755581148633359,-2.796477359159196,-2.796225296676417,-2.795003389985851,-2.795003389985851,0.09283094052610845,high
21.653246304600625,14.495159216066511,1.5463217402427043,15.491829248593012,15.202852325344935,0.04,15.200502269638902,15.20062869976917,15.199560959305831,15.199560959305831,0.08929408817485508,high,2.0473564940417077,1.3537989633670562,3.1701195432336475,2.7271565692885864,0.04,2.724218118912334,2.7244230282878017,2.7252258220884538,2.7252258220884538,0.08924920071777359,high,-3.3754268274634995,1.3887489364698977,-1.9523388543086244,-2.7865242135297303,0.04723042635688002,-2.7891343756906264,-2.788902851468597,-2.787493461995149,-2.787493461995149,0.09269552155651449,high
21.73155886376879,14.351229770288292,1.8036486322558893,15.497863595601304,15.208886672353227,0.04,15.206789165789369,15.206835449214067,15.205931493321598,15.205931493321598,0.08933328050380242,high,1.9561954773592305,1.4409695027160154,3.176158484089859,2.733195510144798,0.04,2.7302275858142315,2.7306829366656107,2.731849441013857,2.731849441013857,0.0892717324903247,high,-3.4318136646336086,1.4376438443287682,-1.9450203734070854,-2.779205732628191,0.04689482035707604,-2.7818967298750508,-2.781501576763447,-2.77992888660407,-2.77992888660407,0.09254007836415265,high
21.810154653305155,14.287984541993339,1.9630791588425485,15.503786145412835,15.214809222164758,0.04,15.212894136761198,15.213053378813163,15.212250343745605,15.212250343745605,0.08935026417038523,high,1.9388803933465368,1.5081330696035122,3.18214872082153,2.739185746876469,0.04,2.736392926992622,2.7370237033057965,2.738502167910213,2.738502167910213,0.08928651889877821,high,-3.421924919610575,1.4773938246189502,-1.937773427741591,-2.771958786962697,0.04655256056693147,-2.774488407412371,-2.774008632242485,-2.7723079589146296,-2.7723079589146296,0.0923785592668068,high
21.889034697559346,14.373527844944341,1.9105109509300302,15.509613159712977,15.2206362364649,0.04,15.218788698055087,15.219290538557388,15.218518543794117,15.218518543794117,0.08934512883836919,high,2.056197440113209,1.4683931607348384,3.1881145784726233,2.745151604527562,0.04,2.7426165627267274,2.7434743756679514,2.745188078842305,2.745188078842305,0.08927801293786805,high,-3.4007716602687736,1.474180180291654,-1.9305902674917266,-2.7647756267128325,0.0462067669857974,-2.7672523174089707,-2.7664111214337956,-2.7646288657542333,-2.7646288657542333,0.0922053584766298,high
21.968200024585734,14.667040938300289,1.6796955327815422,15.515362420855071,15.226385497606994,0.04,15.224809533462786,15.22554219460972,15.224737299207195,15.224737299207195,0.08931662692266093,high,2.213460513791645,1.3838156965415265,3.1940806603168608,2.7511176863717997,0.04,2.7488924521214737,2.7500602186145158,2.7519100539771837,2.7519100539771837,0.0892574361959225,high,-3.2637390852823813,1.4004456403345995,-1.9234603820175271,-2.7576457412386333,0.04585993012392919,-2.7598194382542465,-2.758699781677723,-2.7568901183574033,-2.7568901183574033,0.09201419344507401,high
22.047651666156817,15.004189330682273,1.3938069063497025,15.521052349331494,15.232075426083417,0.04,15.2311456097377,15.231791932903798,15.23090774236864,15.23090774236864,0.08926006138245446,high,2.4111708504179745,1.2584732942759131,3.2000704605116903,2.757107486566629,0.04,2.7553796985883183,2.75679953818838,2.758669339489989,2.758669339489989,0.08921907771175236,high,-3.0551653780879633,1.3363623521119434,-1.9163708414778862,-2.750556200698992,0.045513785228398884,-2.7519863657509047,-2.7508731992929087,-2.749090899240823,-2.749090899240823,0.0918244533728754,high
